循環,迴圈,子循環,子迴圈,MR編號,子工步編號,工步編號,工步,工步種類,實際開始時間,執行時間(秒),工步執行時間(秒),電壓(V),電流(A),功率(W),電量(Ah),能量(Wh),總電量(Ah),狀態,Aux T1,溫箱溫度,Aux T2,Aux T3
1,1,1,1,1,1,11,15,CC放電,02/20/2025 18:02:05,31270.871,1320,3.562885,-19.51126,-69.516373,-7.153766,-26.20707,2.849103,StepRunning,24.89,25,24.71,24.61
1,1,1,1,1,1,11,15,CC放電,02/20/2025 18:03:05,31330.871,1380,3.553761,-19.51012,-69.33429,-7.47895,-27.36419,2.523919,StepRunning,24.9,25,24.72,24.61
1,1,1,1,1,1,11,15,CC放電,02/20/2025 18:04:05,31390.871,1440,3.54405,-19.51058,-69.146446,-7.804132,-28.51826,2.198738,StepRunning,24.95,25,24.72,24.62
1,1,1,1,1,1,11,15,CC放電,02/20/2025 18:05:05,31450.871,1500,3.533852,-19.51115,-68.949516,-8.129314,-29.66908,1.873555,StepRunning,25.02,25,24.72,24.62
1,1,1,1,1,1,11,15,CC放電,02/20/2025 18:06:05,31510.871,1560,3.523581,-19.50904,-68.741684,-8.454493,-30.81654,1.548376,StepRunning,25.11,25,24.74,24.6
1,1,1,1,1,1,11,15,CC放電,02/20/2025 18:07:05,31570.871,1620,3.513646,-19.50876,-68.54689,-8.779664,-31.96069,1.223205,StepRunning,25.19,25,24.71,24.59
1,1,1,1,1,1,11,15,CC放電,02/20/2025 18:08:05,31630.871,1680,3.503519,-19.51149,-68.358856,-9.104843,-33.10162,0.898026,StepRunning,25.28,25,24.73,24.62
1,1,1,1,1,1,11,15,CC放電,02/20/2025 18:09:05,31690.871,1740,3.492265,-19.51007,-68.134338,-9.430024,-34.2391,0.572845,StepRunning,25.38,25,24.71,24.63
1,1,1,1,1,1,11,15,CC放電,02/20/2025 18:10:05,31750.871,1800,3.479566,-19.51007,-67.886574,-9.755201,-35.37268,0.247668,StepRunning,25.44,25,24.73,24.62
1,1,1,1,1,1,11,15,CC放電,02/20/2025 18:11:05,31810.871,1860,3.46605,-19.51103,-67.626213,-10.08039,-36.50198,-0.077516,StepRunning,25.51,25,24.72,24.63
1,1,1,1,1,1,11,15,CC放電,02/20/2025 18:12:05,31870.871,1920,3.45249,-19.51001,-67.358093,-10.40556,-37.62686,-0.402691,StepRunning,25.58,25,24.75,24.64
1,1,1,1,1,1,11,15,CC放電,02/20/2025 18:13:05,31930.871,1980,3.437325,-19.51114,-67.066147,-10.73073,-38.74712,-0.727864,StepRunning,25.62,25,24.74,24.63
1,1,1,1,1,1,11,15,CC放電,02/20/2025 18:14:05,31990.871,2040,3.420818,-19.51188,-66.746582,-11.05591,-39.86214,-1.053039,StepRunning,25.69,25,24.73,24.64
1,1,1,1,1,1,11,15,CC放電,02/20/2025 18:15:05,32050.871,2100,3.408377,-19.51034,-66.498611,-11.38109,-40.97238,-1.378218,StepRunning,25.68,25,24.74,24.64
1,1,1,1,1,1,11,15,CC放電,02/20/2025 18:16:05,32110.871,2160,3.396988,-19.50985,-66.274704,-11.70626,-42.07889,-1.703394,StepRunning,25.7,25,24.73,24.63
1,1,1,1,1,1,11,15,CC放電,02/20/2025 18:17:05,32170.871,2220,3.382328,-19.50904,-65.985985,-12.03144,-43.18127,-2.028566,StepRunning,25.73,25,24.72,24.61
1,1,1,1,1,1,11,15,CC放電,02/20/2025 18:18:05,32230.871,2280,3.355579,-19.50893,-65.46376,-12.35661,-44.27733,-2.35374,StepRunning,25.75,25,24.73,24.63
1,1,1,1,1,1,11,15,CC放電,02/20/2025 18:19:05,32290.871,2340,3.296671,-19.5095,-64.316399,-12.68178,-45.35981,-2.678913,StepRunning,25.85,25,24.73,24.64
1,1,1,1,1,1,11,15,CC放電,02/20/2025 18:20:05,32350.871,2400,3.210386,-19.51119,-62.638466,-13.00696,-46.41853,-3.004089,StepRunning,25.98,25,24.74,24.62
1,1,1,1,1,1,11,15,CC放電,02/20/2025 18:21:05,32410.871,2460,3.085851,-19.5116,-60.209911,-13.33213,-47.44365,-3.329263,StepRunning,26.06,25,24.74,24.62
1,1,1,1,1,1,11,15,CC放電,02/20/2025 18:21:34,32439.53,2488.659,2.999999,-19.50961,-58.528801,-13.48745,-47.91661,-3.484583,StepFinishByCut_V,26.15,25,24.74,24.63
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:21:34,32439.54,0.01,3.01299,0,0,0,0,-3.484583,StepRunning,26.15,25,24.74,24.63
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:22:34,32499.53,60,3.048404,0,0,0,0,-3.484583,StepRunning,26.12,25,24.71,24.63
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:23:34,32559.53,120,3.05373,0,0,0,0,-3.484583,StepRunning,26.06,25,24.74,24.63
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:24:34,32619.53,180,3.057029,0,0,0,0,-3.484583,StepRunning,25.95,25,24.73,24.64
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:25:34,32679.53,240,3.059554,0,0,0,0,-3.484583,StepRunning,25.87,25,24.72,24.62
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:26:34,32739.53,300,3.061616,0,0,0,0,-3.484583,StepRunning,25.78,25,24.71,24.61
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:27:34,32799.53,360,3.063375,0,0,0,0,-3.484583,StepRunning,25.71,25,24.72,24.61
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:28:34,32859.53,420,3.064892,0,0,0,0,-3.484583,StepRunning,25.63,25,24.7,24.61
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:29:34,32919.53,480,3.066278,0,0,0,0,-3.484583,StepRunning,25.57,25,24.71,24.62
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:30:34,32979.53,540,3.067502,0,0,0,0,-3.484583,StepRunning,25.51,25,24.71,24.59
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:31:34,33039.53,600,3.068663,0,0,0,0,-3.484583,StepRunning,25.45,25,24.71,24.61
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:32:34,33099.53,660,3.069739,0,0,0,0,-3.484583,StepRunning,25.4,25,24.71,24.62
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:33:34,33159.53,720,3.070736,0,0,0,0,-3.484583,StepRunning,25.33,25,24.68,24.59
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:34:34,33219.53,780,3.07165,0,0,0,0,-3.484583,StepRunning,25.29,25,24.68,24.59
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:35:34,33279.53,840,3.072546,0,0,0,0,-3.484583,StepRunning,25.24,25,24.69,24.58
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:36:34,33339.53,900,3.073397,0,0,0,0,-3.484583,StepRunning,25.21,25,24.7,24.59
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:37:34,33399.53,960,3.07418,0,0,0,0,-3.484583,StepRunning,25.17,25,24.69,24.59
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:38:34,33459.53,1020,3.074939,0,0,0,0,-3.484583,StepRunning,25.13,25,24.68,24.59
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:39:34,33519.53,1080,3.075663,0,0,0,0,-3.484583,StepRunning,25.1,25,24.69,24.59
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:40:34,33579.53,1140,3.07634,0,0,0,0,-3.484583,StepRunning,25.06,25,24.67,24.59
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:41:34,33639.53,1200,3.077029,0,0,0,0,-3.484583,StepRunning,25.04,25,24.69,24.57
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:42:34,33699.53,1260,3.077666,0,0,0,0,-3.484583,StepRunning,25.01,25,24.67,24.57
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:43:34,33759.53,1320,3.078296,0,0,0,0,-3.484583,StepRunning,24.99,25,24.68,24.6
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:44:34,33819.53,1380,3.078854,0,0,0,0,-3.484583,StepRunning,24.97,25,24.68,24.57
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:45:34,33879.53,1440,3.079406,0,0,0,0,-3.484583,StepRunning,24.95,25,24.68,24.57
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:46:34,33939.53,1500,3.079974,0,0,0,0,-3.484583,StepRunning,24.93,25,24.68,24.58
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:47:34,33999.53,1560,3.080492,0,0,0,0,-3.484583,StepRunning,24.91,25,24.68,24.58
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:48:34,34059.53,1620,3.081016,0,0,0,0,-3.484583,StepRunning,24.89,25,24.65,24.58
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:49:34,34119.53,1680,3.081481,0,0,0,0,-3.484583,StepRunning,24.87,25,24.67,24.57
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:50:34,34179.53,1740,3.082017,0,0,0,0,-3.484583,StepRunning,24.87,25,24.7,24.57
1,1,1,1,1,1,12,16,靜置,02/20/2025 18:51:34,34239.53,1800,3.082508,0,0,0,0,-3.484583,StepFinishByCut_T,24.86,25,24.67,24.56
1,1,1,1,1,1,13,17,CC-CV充電,02/20/2025 18:51:34,34239.54,0.01,3.094399,19.48717,60.301086,5.4E-05,0.000167,-3.484529,StepRunning,24.86,25,24.67,24.56
1,1,1,1,1,1,13,17,CC-CV充電,02/20/2025 18:52:34,34299.53,60,3.252771,19.49081,63.399151,0.324848,1.035481,-3.159734,StepRunning,24.77,25,24.66,24.57
1,1,1,1,1,1,13,17,CC-CV充電,02/20/2025 18:53:34,34359.53,120,3.342719,19.49223,65.157051,0.649694,2.10761,-2.834888,StepRunning,24.64,25,24.67,24.57
1,1,1,1,1,1,13,17,CC-CV充電,02/20/2025 18:54:34,34419.53,180,3.408189,19.48894,66.421989,0.974537,3.204612,-2.510046,StepRunning,24.55,25,24.67,24.59
1,1,1,1,1,1,13,17,CC-CV充電,02/20/2025 18:55:34,34479.53,240,3.452034,19.49127,67.284508,1.299383,4.319795,-2.185199,StepRunning,24.47,25,24.65,24.56
1,1,1,1,1,1,13,17,CC-CV充電,02/20/2025 18:56:34,34539.53,300,3.464113,19.49109,67.519348,1.62422,5.443393,-1.860363,StepRunning,24.48,25,24.66,24.57
1,1,1,1,1,1,13,17,CC-CV充電,02/20/2025 18:57:34,34599.53,360,3.473111,19.48849,67.685684,1.949055,6.570107,-1.535527,StepRunning,24.52,25,24.68,24.57
1,1,1,1,1,1,13,17,CC-CV充電,02/20/2025 18:58:34,34659.53,420,3.483519,19.48899,67.890274,2.273882,7.699903,-1.210701,StepRunning,24.57,25,24.67,24.58
1,1,1,1,1,1,13,17,CC-CV充電,02/20/2025 18:59:34,34719.53,480,3.496449,19.49104,68.149437,2.598709,8.833475,-0.885874,StepRunning,24.61,25,24.67,24.58
1,1,1,1,1,1,13,17,CC-CV充電,02/20/2025 19:00:34,34779.53,540,3.511662,19.49269,68.451744,2.923545,9.97168,-0.561038,StepRunning,24.62,25,24.7,24.57
1,1,1,1,1,1,13,17,CC-CV充電,02/20/2025 19:01:34,34839.53,600,3.527595,19.4899,68.75248,3.248386,11.115,-0.236196,StepRunning,24.62,25,24.67,24.54
1,1,1,1,1,1,13,17,CC-CV充電,02/20/2025 19:02:34,34899.53,660,3.542781,19.49331,69.060532,3.573224,12.2634,0.088641,StepRunning,24.62,25,24.68,24.56
1,1,1,1,1,1,13,17,CC-CV充電,02/20/2025 19:03:34,34959.53,720,3.556307,19.49269,69.321976,3.898065,13.41648,0.413482,StepRunning,24.63,25,24.69,24.57
1,1,1,1,1,1,13,17,CC-CV充電,02/20/2025 19:04:34,35019.53,780,3.568476,19.49042,69.551094,4.222907,14.57371,0.738324,StepRunning,24.62,25,24.68,24.56
1,1,1,1,1,1,13,17,CC-CV充電,02/20/2025 19:05:34,35079.53,840,3.580746,19.49064,69.791046,4.54776,15.73493,1.063177,StepRunning,24.62,25,24.67,24.57
1,1,1,1,1,1,13,17,CC-CV充電,02/20/2025 19:06:34,35139.53,900,3.592838,19.49144,70.029572,4.872614,16.90014,1.388032,StepRunning,24.62,25,24.66,24.55
1,1,1,1,1,1,13,17,CC-CV充電,02/20/2025 19:07:34,35199.53,960,3.603507,19.49053,70.234261,5.197459,18.06903,1.712876,StepRunning,24.63,25,24.67,24.55
1,1,1,1,1,1,13,17,CC-CV充電,02/20/2025 19:08:34,35259.53,1020,3.612711,19.49012,70.412186,5.522305,19.24114,2.037722,StepRunning,24.63,25,24.66,24.57
1,1,1,1,1,1,13,17,CC-CV充電,02/20/2025 19:09:34,35319.53,1080,3.621022,19.48905,70.570274,5.847155,20.41611,2.362572,StepRunning,24.64,25,24.68,24.57
1,1,1,1,1,1,13,17,CC-CV充電,02/20/2025 19:09:35,35320.52,1080.99,3.621166,19.48956,70.574944,5.852514,20.43552,2.367932,StepFinishByFunction,24.65,25,24.67,24.57
1,1,1,1,1,1,14,18,靜置,02/20/2025 19:09:35,35320.53,0.01,3.611142,0,0,0,0,2.367932,StepRunning,24.65,25,24.67,24.57
1,1,1,1,1,1,14,18,靜置,02/20/2025 19:10:35,35380.52,60,3.601688,0,0,0,0,2.367932,StepRunning,24.66,25,24.68,24.58
1,1,1,1,1,1,14,18,靜置,02/20/2025 19:11:35,35440.52,120,3.600738,0,0,0,0,2.367932,StepRunning,24.68,25,24.67,24.56
1,1,1,1,1,1,14,18,靜置,02/20/2025 19:12:35,35500.52,180,3.600209,0,0,0,0,2.367932,StepRunning,24.69,25,24.66,24.57
1,1,1,1,1,1,14,18,靜置,02/20/2025 19:13:35,35560.52,240,3.599855,0,0,0,0,2.367932,StepRunning,24.7,25,24.66,24.55
1,1,1,1,1,1,14,18,靜置,02/20/2025 19:14:35,35620.52,300,3.599594,0,0,0,0,2.367932,StepRunning,24.69,25,24.67,24.55
1,1,1,1,1,1,14,18,靜置,02/20/2025 19:15:35,35680.52,360,3.599422,0,0,0,0,2.367932,StepRunning,24.7,25,24.65,24.56
1,1,1,1,1,1,14,18,靜置,02/20/2025 19:16:35,35740.52,420,3.599254,0,0,0,0,2.367932,StepRunning,24.7,25,24.65,24.56
1,1,1,1,1,1,14,18,靜置,02/20/2025 19:17:35,35800.52,480,3.599121,0,0,0,0,2.367932,StepRunning,24.71,25,24.64,24.54
1,1,1,1,1,1,14,18,靜置,02/20/2025 19:18:35,35860.52,540,3.599002,0,0,0,0,2.367932,StepRunning,24.68,25,24.65,24.55
1,1,1,1,1,1,14,18,靜置,02/20/2025 19:19:35,35920.52,600,3.598913,0,0,0,0,2.367932,StepFinishByCut_T,24.7,25,24.67,24.54
